BELNR,BUKRS,GJAHR,BUZEI,KUNNR,BLART,BLDAT,BUDAT,FAEDT,AUGDT,DMBTR,WAERS,SHKZG,ZTERM
1800000826,1000,2023,001,C000182,DR,2023-08-05,2023-08-05,2023-08-19,2023-09-06,96237.43,USD,S,NT14
1800000827,1000,2022,001,C000138,DR,2022-10-17,2022-10-17,2022-11-16,2022-11-16,217535.45,USD,S,NT30
1800000828,1000,2024,001,C000090,DR,2024-04-13,2024-04-13,2024-06-12,2024-07-16,94535.74,USD,S,NT60
1800000829,1000,2022,001,C000185,DR,2022-06-13,2022-06-13,2022-07-13,2022-07-17,170999.86,USD,S,NT30
1800000830,1000,2022,001,C000024,DR,2022-03-05,2022-03-05,2022-04-19,2022-05-25,135285.77,USD,S,NT45
1800000831,1000,2021,001,C000142,DR,2021-07-07,2021-07-07,2021-08-21,2021-09-10,163729.99,USD,S,NT45
1800000832,1000,2024,001,C000024,DR,2024-01-16,2024-01-16,2024-03-01,2024-03-27,45439.93,USD,S,NT45
1800000833,1000,2023,001,C000114,DR,2023-03-18,2023-03-18,2023-04-17,2023-05-11,134777.36,USD,S,NT30
1800000834,1000,2021,001,C000181,DR,2021-11-30,2021-11-30,2022-01-29,2022-02-03,132681.79,USD,S,NT60
1800000835,1000,2022,001,C000175,DR,2022-08-27,2022-08-27,2022-11-25,2022-11-26,182236.68,USD,S,NT90
1800000836,1000,2022,001,C000004,DR,2022-01-19,2022-01-19,2022-04-19,2022-04-20,56449.86,USD,S,NT90
1800000837,1000,2023,001,C000019,DR,2023-07-07,2023-07-07,2023-07-21,2023-08-12,1864.85,USD,S,NT14
1800000838,1000,2021,001,C000155,DR,2021-01-09,2021-01-09,2021-03-10,2021-04-23,75292.38,USD,S,NT60
1800000839,1000,2021,001,C000082,DR,2021-11-23,2021-11-23,2021-12-07,2021-12-29,168701.46,USD,S,NT14
1800000840,1000,2023,001,C000139,DR,2023-04-14,2023-04-14,2023-07-13,2023-07-13,136566.89,USD,S,NT90
1800000841,1000,2022,001,C000075,DR,2022-08-07,2022-08-07,2022-09-21,2022-10-08,133451.47,USD,S,NT45
1800000842,1000,2023,001,C000002,DR,2023-08-24,2023-08-24,2023-11-22,2023-11-30,206016.75,USD,S,NT90
1800000843,1000,2021,001,C000106,DR,2021-05-15,2021-05-15,2021-06-14,2021-07-10,62630.5,USD,S,NT30
1800000844,1000,2022,001,C000158,DR,2022-06-10,2022-06-10,2022-07-25,2022-07-27,87193.77,USD,S,NT45
1800000845,1000,2024,001,C000023,DR,2024-02-10,2024-02-10,2024-03-26,2024-04-04,69636.78,USD,S,NT45
1800000846,1000,2023,001,C000195,DR,2023-07-30,2023-07-30,2023-09-28,2023-10-07,234415.18,USD,S,NT60
1800000847,1000,2022,001,C000084,DR,2022-11-23,2022-11-23,2023-01-22,2023-02-10,181530.96,USD,S,NT60
1800000848,1000,2021,001,C000107,DR,2021-10-18,2021-10-18,2021-12-17,2021-12-31,202560.07,USD,S,NT60
1800000849,1000,2024,001,C000172,DR,2024-03-31,2024-03-31,2024-05-15,2024-06-07,105390.91,USD,S,NT45
1800000850,1000,2022,001,C000033,DR,2022-10-31,2022-10-31,2022-11-14,2022-11-14,191747.31,USD,S,NT14
1800000851,1000,2024,001,C000072,DR,2024-02-02,2024-02-02,2024-03-18,2024-03-18,221055.4,USD,S,NT45
1800000852,1000,2021,001,C000072,DR,2021-07-16,2021-07-16,2021-08-30,2021-08-27,4895.8,USD,S,NT45
1800000853,1000,2022,001,C000181,DR,2022-02-13,2022-02-13,2022-04-14,2022-04-16,52314.32,USD,S,NT60
1800000854,1000,2024,001,C000188,DR,2024-01-17,2024-01-17,2024-03-02,2024-03-02,26123.28,USD,S,NT45
1800000855,1000,2021,001,C000097,DR,2021-08-13,2021-08-13,2021-10-12,2021-10-18,9360.49,USD,S,NT60
1800000856,1000,2024,001,C000200,DR,2024-02-01,2024-02-01,2024-03-17,2024-03-21,149848.44,USD,S,NT45
1800000857,1000,2022,001,C000146,DR,2022-04-23,2022-04-23,2022-05-23,2022-05-23,176118.28,USD,S,NT30
1800000858,1000,2022,001,C000079,DR,2022-04-15,2022-04-15,2022-05-30,2022-06-15,13120.4,USD,S,NT45
1800000859,1000,2021,001,C000179,DR,2021-07-21,2021-07-21,2021-09-04,2021-09-04,185394.73,USD,S,NT45
1800000860,1000,2023,001,C000129,DR,2023-02-08,2023-02-08,2023-02-22,2023-02-24,101164.07,USD,S,NT14
1800000861,1000,2024,001,C000191,DR,2024-01-05,2024-01-05,2024-04-04,2024-05-01,55100.03,USD,S,NT90
1800000862,1000,2023,001,C000088,DR,2023-06-23,2023-06-23,2023-07-23,2023-07-30,216068.83,USD,S,NT30
1800000863,1000,2024,001,C000184,DR,2024-02-04,2024-02-04,2024-03-05,2024-04-13,126470.07,USD,S,NT30
1800000864,1000,2021,001,C000111,DR,2021-04-13,2021-04-13,2021-04-27,2021-05-03,73026.6,USD,S,NT14
1800000865,1000,2023,001,C000009,DR,2023-06-21,2023-06-21,2023-08-05,2023-08-18,204130.78,USD,S,NT45
1800000866,1000,2021,001,C000183,DR,2021-06-07,2021-06-07,2021-06-21,2021-07-04,183147.85,USD,S,NT14
1800000867,1000,2022,001,C000114,DR,2022-10-09,2022-10-09,2022-11-08,2022-12-05,80407.02,USD,S,NT30
1800000868,1000,2024,001,C000103,DR,2024-02-29,2024-02-29,2024-04-14,2024-05-07,168460.44,USD,S,NT45
1800000869,1000,2021,001,C000071,DR,2021-04-22,2021-04-22,2021-07-21,2021-07-24,80845.61,USD,S,NT90
1800000870,1000,2021,001,C000097,DR,2021-01-01,2021-01-01,2021-03-02,2021-03-03,76139.34,USD,S,NT60
1800000871,1000,2022,001,C000113,DR,2022-08-16,2022-08-16,2022-10-15,2022-10-18,36671.85,USD,S,NT60
1800000872,1000,2021,001,C000109,DR,2021-06-04,2021-06-04,2021-09-02,2021-09-03,56039.64,USD,S,NT90
1800000873,1000,2024,001,C000073,DR,2024-02-14,2024-02-14,2024-03-15,2024-04-20,16178.45,USD,S,NT30
1800000874,1000,2023,001,C000085,DR,2023-03-30,2023-03-30,2023-05-29,2023-06-11,237181.54,USD,S,NT60
1800000875,1000,2022,001,C000144,DR,2022-06-02,2022-06-02,2022-08-01,2022-08-05,220048.76,USD,S,NT60
1800000876,1000,2024,001,C000110,DR,2024-06-28,2024-06-28,2024-07-28,2024-08-12,227982.84,USD,S,NT30
1800000877,1000,2021,001,C000016,DR,2021-11-23,2021-11-23,2022-01-22,2022-02-06,156872.29,USD,S,NT60
1800000878,1000,2024,001,C000156,DR,2024-04-04,2024-04-04,2024-05-04,2024-05-23,107372.94,USD,S,NT30
1800000879,1000,2024,001,C000108,DR,2024-03-11,2024-03-11,2024-03-25,2024-04-30,243100.27,USD,S,NT14
1800000880,1000,2022,001,C000014,DR,2022-12-10,2022-12-10,2023-01-24,2023-01-24,235455.02,USD,S,NT45
1800000881,1000,2022,001,C000061,DR,2022-11-16,2022-11-16,2022-12-16,2022-12-17,168164.29,USD,S,NT30
1800000882,1000,2023,001,C000116,DR,2023-12-07,2023-12-07,2024-01-21,2024-01-26,196665.34,USD,S,NT45
1800000883,1000,2022,001,C000040,DR,2022-12-25,2022-12-25,2023-01-08,2023-02-02,104664.83,USD,S,NT14
1800000884,1000,2022,001,C000170,DR,2022-04-11,2022-04-11,2022-04-25,2022-05-08,38155.18,USD,S,NT14
1800000885,1000,2023,001,C000097,DR,2023-11-22,2023-11-22,2024-01-21,2024-01-21,94738.59,USD,S,NT60
1800000886,1000,2021,001,C000005,DR,2021-10-29,2021-10-29,2021-11-12,2021-11-26,188849.61,USD,S,NT14
1800000887,1000,2022,001,C000064,DR,2022-02-13,2022-02-13,2022-05-14,2022-05-14,118906.19,USD,S,NT90
1800000888,1000,2023,001,C000112,DR,2023-10-27,2023-10-27,2023-11-10,2023-11-24,212485.89,USD,S,NT14
1800000889,1000,2023,001,C000176,DR,2023-06-29,2023-06-29,2023-07-13,2023-07-14,75883.37,USD,S,NT14
1800000890,1000,2023,001,C000111,DR,2023-01-21,2023-01-21,2023-02-04,2023-02-18,177186.62,USD,S,NT14
1800000891,1000,2023,001,C000077,DR,2023-03-18,2023-03-18,2023-05-02,2023-05-04,201638.26,USD,S,NT45
1800000892,1000,2024,001,C000109,DR,2024-03-10,2024-03-10,2024-06-08,2024-06-29,141034.1,USD,S,NT90
1800000893,1000,2021,001,C000018,DR,2021-03-03,2021-03-03,2021-04-17,2021-05-04,241978.76,USD,S,NT45
1800000894,1000,2021,001,C000085,DR,2021-08-29,2021-08-29,2021-10-28,2021-11-15,139764.4,USD,S,NT60
1800000895,1000,2024,001,C000101,DR,2024-02-28,2024-02-28,2024-03-13,2024-03-31,34389.1,USD,S,NT14
1800000896,1000,2023,001,C000172,DR,2023-09-05,2023-09-05,2023-10-20,2023-10-27,61471.77,USD,S,NT45
1800000897,1000,2022,001,C000104,DR,2022-06-10,2022-06-10,2022-06-24,2022-06-27,51630.85,USD,S,NT14
1800000898,1000,2023,001,C000124,DR,2023-10-03,2023-10-03,2024-01-01,2024-01-05,162029.76,USD,S,NT90
1800000899,1000,2022,001,C000015,DR,2022-04-28,2022-04-28,2022-05-12,2022-05-13,230634.3,USD,S,NT14
1800000900,1000,2023,001,C000171,DR,2023-11-07,2023-11-07,2024-01-06,2024-01-05,211936.21,USD,S,NT60
1800000901,1000,2023,001,C000183,DR,2023-11-25,2023-11-25,2023-12-09,2023-12-22,24023.54,USD,S,NT14
1800000902,1000,2021,001,C000116,DR,2021-08-07,2021-08-07,2021-09-21,2021-10-06,181421.59,USD,S,NT45
1800000903,1000,2021,001,C000137,DR,2021-08-27,2021-08-27,2021-09-10,2021-09-27,67846.94,USD,S,NT14
1800000904,1000,2021,001,C000073,DR,2021-04-01,2021-04-01,2021-05-01,2021-05-27,151127.59,USD,S,NT30
1800000905,1000,2023,001,C000033,DR,2023-10-11,2023-10-11,2023-10-25,2023-10-24,218531.49,USD,S,NT14
1800000906,1000,2024,001,C000188,DR,2024-05-14,2024-05-14,2024-06-28,2024-06-29,47852.66,USD,S,NT45
1800000907,1000,2021,001,C000087,DR,2021-03-11,2021-03-11,2021-05-10,2021-05-22,190662.41,USD,S,NT60
1800000908,1000,2022,001,C000044,DR,2022-11-28,2022-11-28,2023-02-26,2023-04-05,140153.77,USD,S,NT90
1800000909,1000,2022,001,C000150,DR,2022-07-03,2022-07-03,2022-08-02,2022-08-04,120369.16,USD,S,NT30
1800000910,1000,2021,001,C000133,DR,2021-06-24,2021-06-24,2021-07-24,2021-07-28,217498.99,USD,S,NT30
1800000911,1000,2022,001,C000085,DR,2022-08-20,2022-08-20,2022-10-19,2022-10-25,83908.11,USD,S,NT60
1800000912,1000,2024,001,C000182,DR,2024-03-02,2024-03-02,2024-03-16,2024-03-27,239297.92,USD,S,NT14
1800000913,1000,2021,001,C000023,DR,2021-03-06,2021-03-06,2021-04-20,2021-04-21,4818.09,USD,S,NT45
1800000914,1000,2021,001,C000063,DR,2021-09-20,2021-09-20,2021-10-04,2021-10-11,234352.78,USD,S,NT14
1800000915,1000,2022,001,C000108,DR,2022-05-01,2022-05-01,2022-05-15,2022-05-12,30211.73,USD,S,NT14
1800000916,1000,2023,001,C000076,DR,2023-11-08,2023-11-08,2023-12-23,2024-01-15,249893.43,USD,S,NT45
1800000917,1000,2024,001,C000053,DR,2024-04-08,2024-04-08,2024-05-23,2024-05-27,120251.3,USD,S,NT45
1800000918,1000,2022,001,C000044,DR,2022-11-04,2022-11-04,2023-02-02,2023-03-15,151495.98,USD,S,NT90
1800000919,1000,2021,001,C000097,DR,2021-12-09,2021-12-09,2022-02-07,2022-02-11,51923.77,USD,S,NT60
1800000920,1000,2021,001,C000067,DR,2021-05-17,2021-05-17,2021-05-31,2021-06-05,228866.49,USD,S,NT14
1800000921,1000,2024,001,C000107,DR,2024-05-05,2024-05-05,2024-07-04,2024-08-21,194102.96,USD,S,NT60
1800000922,1000,2022,001,C000067,DR,2022-05-23,2022-05-23,2022-06-06,2022-06-08,95784.77,USD,S,NT14
1800000923,1000,2022,001,C000192,DR,2022-09-09,2022-09-09,2022-11-08,2022-11-10,133878.88,USD,S,NT60
1800000924,1000,2022,001,C000168,DR,2022-11-11,2022-11-11,2023-01-10,2023-01-11,90455.63,USD,S,NT60
1800000925,1000,2021,001,C000179,DR,2021-08-05,2021-08-05,2021-09-19,2021-09-23,66128.85,USD,S,NT45
1800000926,1000,2022,001,C000184,DR,2022-01-29,2022-01-29,2022-02-28,2022-03-08,124822.05,USD,S,NT30
1800000927,1000,2023,001,C000034,DR,2023-02-19,2023-02-19,2023-03-21,2023-03-24,25553.45,USD,S,NT30
1800000928,1000,2022,001,C000093,DR,2022-01-03,2022-01-03,2022-02-02,2022-02-04,245348.3,USD,S,NT30
1800000929,1000,2021,001,C000190,DR,2021-03-02,2021-03-02,2021-03-16,2021-03-15,117903.12,USD,S,NT14
1800000930,1000,2021,001,C000107,DR,2021-09-06,2021-09-06,2021-11-05,2021-11-28,228668.29,USD,S,NT60
1800000931,1000,2024,001,C000121,DR,2024-01-10,2024-01-10,2024-02-09,2024-02-18,93305.53,USD,S,NT30
1800000932,1000,2024,001,C000108,DR,2024-03-05,2024-03-05,2024-03-19,2024-03-21,141068.66,USD,S,NT14
1800000933,1000,2021,001,C000001,DR,2021-12-08,2021-12-08,2021-12-22,2021-12-23,56097.25,USD,S,NT14
1800000934,1000,2021,001,C000199,DR,2021-04-09,2021-04-09,2021-04-23,2021-05-28,65932.75,USD,S,NT14
1800000935,1000,2023,001,C000020,DR,2023-10-21,2023-10-21,2023-11-04,2023-11-09,233754.8,USD,S,NT14
1800000936,1000,2024,001,C000107,DR,2024-01-10,2024-01-10,2024-03-10,2024-04-21,104976.94,USD,S,NT60
1800000937,1000,2024,001,C000011,DR,2024-02-25,2024-02-25,2024-04-10,2024-04-14,38950.44,USD,S,NT45
1800000938,1000,2023,001,C000002,DR,2023-09-08,2023-09-08,2023-12-07,2023-12-11,83136.46,USD,S,NT90
1800000939,1000,2022,001,C000188,DR,2022-12-14,2022-12-14,2023-01-28,2023-01-29,95580.1,USD,S,NT45
1800000940,1000,2024,001,C000188,DR,2024-01-21,2024-01-21,2024-03-06,2024-03-05,208507.32,USD,S,NT45
1800000941,1000,2021,001,C000057,DR,2021-01-30,2021-01-30,2021-03-01,2021-03-03,125326.07,USD,S,NT30
1800000942,1000,2021,001,C000152,DR,2021-08-24,2021-08-24,2021-09-07,2021-09-08,163997.38,USD,S,NT14
1800000943,1000,2022,001,C000190,DR,2022-07-03,2022-07-03,2022-07-17,2022-07-16,171526.81,USD,S,NT14
1800000944,1000,2023,001,C000063,DR,2023-11-10,2023-11-10,2023-11-24,2023-11-27,65074.36,USD,S,NT14
1800000945,1000,2022,001,C000129,DR,2022-09-18,2022-09-18,2022-10-02,2022-10-05,205576.39,USD,S,NT14
1800000946,1000,2021,001,C000010,DR,2021-11-12,2021-11-12,2021-12-27,2022-01-01,241660.56,USD,S,NT45
1800000947,1000,2023,001,C000165,DR,2023-01-29,2023-01-29,2023-03-30,2023-03-28,160781.92,USD,S,NT60
1800000948,1000,2023,001,C000163,DR,2023-10-10,2023-10-10,2024-01-08,2024-01-13,123158.3,USD,S,NT90
1800000949,1000,2022,001,C000026,DR,2022-02-24,2022-02-24,2022-04-10,2022-04-10,42890.18,USD,S,NT45
1800000950,1000,2021,001,C000127,DR,2021-02-08,2021-02-08,2021-05-09,2021-05-19,198948.9,USD,S,NT90
1800000951,1000,2022,001,C000132,DR,2022-01-28,2022-01-28,2022-02-11,2022-02-13,43147.16,USD,S,NT14
1800000952,1000,2021,001,C000105,DR,2021-04-14,2021-04-14,2021-04-28,2021-06-04,122590.76,USD,S,NT14
1800000953,1000,2021,001,C000070,DR,2021-06-22,2021-06-22,2021-09-20,2021-09-18,229307.95,USD,S,NT90
1800000954,1000,2021,001,C000148,DR,2021-09-06,2021-09-06,2021-10-21,2021-11-08,135992.08,USD,S,NT45
1800000955,1000,2023,001,C000064,DR,2023-09-21,2023-09-21,2023-12-20,2023-12-20,160810.56,USD,S,NT90
1800000956,1000,2022,001,C000007,DR,2022-12-05,2022-12-05,2023-03-05,2023-03-04,15624.28,USD,S,NT90
1800000957,1000,2023,001,C000061,DR,2023-05-17,2023-05-17,2023-06-16,2023-06-21,9422.12,USD,S,NT30
1800000958,1000,2021,001,C000096,DR,2021-10-31,2021-10-31,2022-01-29,2022-01-30,211827.65,USD,S,NT90
1800000959,1000,2022,001,C000159,DR,2022-07-18,2022-07-18,2022-09-16,2022-09-22,236351.84,USD,S,NT60
1800000960,1000,2023,001,C000194,DR,2023-05-20,2023-05-20,2023-08-18,2023-08-17,167385.67,USD,S,NT90
1800000961,1000,2024,001,C000044,DR,2024-02-29,2024-02-29,2024-05-29,2024-07-09,103685.66,USD,S,NT90
1800000962,1000,2021,001,C000047,DR,2021-07-21,2021-07-21,2021-08-20,2021-08-24,210793.63,USD,S,NT30
1800000963,1000,2024,001,C000144,DR,2024-03-12,2024-03-12,2024-05-11,2024-05-12,58626.91,USD,S,NT60
1800000964,1000,2021,001,C000032,DR,2021-09-14,2021-09-14,2021-12-13,2021-12-13,177085.22,USD,S,NT90
1800000965,1000,2023,001,C000131,DR,2023-03-14,2023-03-14,2023-04-28,2023-04-29,3276.22,USD,S,NT45
1800000966,1000,2023,001,C000070,DR,2023-10-08,2023-10-08,2024-01-06,2024-01-10,126927.5,USD,S,NT90
1800000967,1000,2021,001,C000149,DR,2021-01-23,2021-01-23,2021-02-06,2021-02-10,93926.97,USD,S,NT14
1800000968,1000,2022,001,C000191,DR,2022-05-11,2022-05-11,2022-08-09,2022-09-01,167021.93,USD,S,NT90
1800000969,1000,2022,001,C000067,DR,2022-05-16,2022-05-16,2022-05-30,2022-05-30,154513.32,USD,S,NT14
1800000970,1000,2023,001,C000063,DR,2023-09-23,2023-09-23,2023-10-07,2023-10-29,121317.83,USD,S,NT14
1800000971,1000,2022,001,C000155,DR,2022-04-28,2022-04-28,2022-06-27,2022-07-05,2646.48,USD,S,NT60
1800000972,1000,2022,001,C000133,DR,2022-12-05,2022-12-05,2023-01-04,2023-01-05,138359.25,USD,S,NT30
1800000973,1000,2023,001,C000112,DR,2023-12-05,2023-12-05,2023-12-19,2023-12-31,3950.89,USD,S,NT14
1800000974,1000,2023,001,C000056,DR,2023-06-17,2023-06-17,2023-07-01,2023-07-04,132824.99,USD,S,NT14
1800000975,1000,2023,001,C000107,DR,2023-12-09,2023-12-09,2024-02-07,2024-03-26,244392.36,USD,S,NT60
1800000976,1000,2021,001,C000183,DR,2021-01-10,2021-01-10,2021-01-24,2021-02-08,5268.51,USD,S,NT14
1800000977,1000,2023,001,C000183,DR,2023-05-16,2023-05-16,2023-05-30,2023-06-07,203476.15,USD,S,NT14
1800000978,1000,2022,001,C000001,DR,2022-04-27,2022-04-27,2022-05-11,2022-06-17,168834.21,USD,S,NT14
1800000979,1000,2021,001,C000042,DR,2021-09-25,2021-09-25,2021-11-24,2021-11-27,201735.76,USD,S,NT60
1800000980,1000,2022,001,C000005,DR,2022-02-11,2022-02-11,2022-02-25,2022-03-13,227533.57,USD,S,NT14
1800000981,1000,2022,001,C000190,DR,2022-02-23,2022-02-23,2022-03-09,2022-03-13,27647.09,USD,S,NT14
1800000982,1000,2022,001,C000008,DR,2022-01-15,2022-01-15,2022-03-16,2022-03-19,24982.16,USD,S,NT60
1800000983,1000,2024,001,C000122,DR,2024-05-04,2024-05-04,2024-05-18,2024-06-08,38075.47,USD,S,NT14
1800000984,1000,2024,001,C000173,DR,2024-01-26,2024-01-26,2024-02-09,2024-02-11,48791.08,USD,S,NT14
1800000985,1000,2023,001,C000133,DR,2023-08-09,2023-08-09,2023-09-08,2023-09-18,132087.54,USD,S,NT30
1800000986,1000,2022,001,C000093,DR,2022-11-27,2022-11-27,2022-12-27,2022-12-24,203988.38,USD,S,NT30
1800000987,1000,2023,001,C000108,DR,2023-11-07,2023-11-07,2023-11-21,2024-01-03,99827.21,USD,S,NT14
1800000988,1000,2024,001,C000109,DR,2024-05-11,2024-05-11,2024-08-09,2024-08-30,102100.83,USD,S,NT90
1800000989,1000,2021,001,C000046,DR,2021-12-09,2021-12-09,2022-02-07,2022-02-07,141685.54,USD,S,NT60
1800000990,1000,2022,001,C000110,DR,2022-12-21,2022-12-21,2023-01-20,2023-01-29,247568.02,USD,S,NT30
1800000991,1000,2021,001,C000130,DR,2021-11-09,2021-11-09,2022-01-08,2022-01-11,57238.46,USD,S,NT60
1800000992,1000,2021,001,C000172,DR,2021-08-11,2021-08-11,2021-09-25,2021-10-11,171326.36,USD,S,NT45
1800000993,1000,2021,001,C000054,DR,2021-05-03,2021-05-03,2021-08-01,2021-08-04,212118.91,USD,S,NT90
1800000994,1000,2023,001,C000035,DR,2023-09-21,2023-09-21,2023-12-20,2023-12-20,163780.19,USD,S,NT90
1800000995,1000,2023,001,C000105,DR,2023-10-07,2023-10-07,2023-10-21,2023-11-18,190136.88,USD,S,NT14
1800000996,1000,2022,001,C000183,DR,2022-06-14,2022-06-14,2022-06-28,2022-07-12,24281.63,USD,S,NT14
1800000997,1000,2021,001,C000196,DR,2021-06-30,2021-06-30,2021-07-14,2021-07-18,95436.74,USD,S,NT14
1800000998,1000,2021,001,C000063,DR,2021-03-29,2021-03-29,2021-04-12,2021-05-03,138622.66,USD,S,NT14
1800000999,1000,2023,001,C000001,DR,2023-06-12,2023-06-12,2023-06-26,2023-07-03,14972.62,USD,S,NT14
1800001000,1000,2021,001,C000114,DR,2021-11-20,2021-11-20,2021-12-20,2021-12-24,3353.09,USD,S,NT30
1800001001,1000,2023,001,C000138,DR,2023-01-01,2023-01-01,2023-01-31,2023-01-30,43674.51,USD,S,NT30
1800001002,1000,2023,001,C000170,DR,2023-01-09,2023-01-09,2023-01-23,2023-02-10,125464.74,USD,S,NT14
1800001003,1000,2024,001,C000002,DR,2024-05-18,2024-05-18,2024-08-16,2024-08-23,109043.5,USD,S,NT90
1800001004,1000,2021,001,C000141,DR,2021-01-27,2021-01-27,2021-04-27,2021-04-26,196309.7,USD,S,NT90
1800001005,1000,2023,001,C000184,DR,2023-11-28,2023-11-28,2023-12-28,2024-01-11,214632.12,USD,S,NT30
1800001006,1000,2024,001,C000020,DR,2024-05-10,2024-05-10,2024-05-24,2024-05-27,24745.1,USD,S,NT14
1800001007,1000,2024,001,C000144,DR,2024-01-26,2024-01-26,2024-03-26,2024-03-27,132511.64,USD,S,NT60
1800001008,1000,2023,001,C000002,DR,2023-10-19,2023-10-19,2024-01-17,2024-01-19,11595.39,USD,S,NT90
1800001009,1000,2022,001,C000025,DR,2022-09-05,2022-09-05,2022-12-04,2022-12-04,53642.85,USD,S,NT90
1800001010,1000,2021,001,C000112,DR,2021-07-30,2021-07-30,2021-08-13,2021-08-08,217161.11,USD,S,NT14
1800001011,1000,2024,001,C000185,DR,2024-04-14,2024-04-14,2024-05-14,2024-06-01,222001.02,USD,S,NT30
1800001012,1000,2024,001,C000067,DR,2024-04-14,2024-04-14,2024-04-28,2024-05-01,119399.57,USD,S,NT14
1800001013,1000,2024,001,C000151,DR,2024-03-22,2024-03-22,2024-05-21,2024-06-03,12593.93,USD,S,NT60
1800001014,1000,2021,001,C000163,DR,2021-04-11,2021-04-11,2021-07-10,2021-07-10,19512.67,USD,S,NT90
1800001015,1000,2023,001,C000052,DR,2023-01-08,2023-01-08,2023-01-22,2023-02-28,224928.6,USD,S,NT14
1800001016,1000,2024,001,C000145,DR,2024-02-01,2024-02-01,2024-02-15,2024-02-15,141313.96,USD,S,NT14
1800001017,1000,2023,001,C000068,DR,2023-03-26,2023-03-26,2023-05-10,2023-05-08,9192.54,USD,S,NT45
1800001018,1000,2021,001,C000001,DR,2021-11-08,2021-11-08,2021-11-22,2021-11-27,232262.82,USD,S,NT14
1800001019,1000,2021,001,C000051,DR,2021-08-21,2021-08-21,2021-10-20,2021-11-08,79306.69,USD,S,NT60
1800001020,1000,2023,001,C000173,DR,2023-08-13,2023-08-13,2023-08-27,2023-08-29,240405.83,USD,S,NT14
1800001021,1000,2021,001,C000006,DR,2021-09-29,2021-09-29,2021-11-13,2021-11-16,147171.99,USD,S,NT45
1800001022,1000,2022,001,C000069,DR,2022-05-23,2022-05-23,2022-07-07,2022-07-09,188311.36,USD,S,NT45
1800001023,1000,2022,001,C000071,DR,2022-01-20,2022-01-20,2022-04-20,2022-04-20,178465.14,USD,S,NT90
1800001024,1000,2022,001,C000148,DR,2022-12-17,2022-12-17,2023-01-31,2023-02-10,100175.71,USD,S,NT45
1800001025,1000,2024,001,C000044,DR,2024-03-13,2024-03-13,2024-06-11,2024-06-16,41450.11,USD,S,NT90
1800001026,1000,2021,001,C000143,DR,2021-12-04,2021-12-04,2022-03-04,2022-03-01,60877.58,USD,S,NT90
1800001027,1000,2024,001,C000174,DR,2024-06-03,2024-06-03,2024-07-18,2024-07-18,208827.99,USD,S,NT45
1800001028,1000,2024,001,C000157,DR,2024-03-29,2024-03-29,2024-04-28,2024-04-30,97900.0,USD,S,NT30
1800001029,1000,2023,001,C000066,DR,2023-12-06,2023-12-06,2024-02-04,2024-03-02,83600.73,USD,S,NT60
1800001030,1000,2022,001,C000163,DR,2022-02-03,2022-02-03,2022-05-04,2022-05-05,189146.71,USD,S,NT90
1800001031,1000,2022,001,C000101,DR,2022-06-26,2022-06-26,2022-07-10,2022-07-08,35847.7,USD,S,NT14
1800001032,1000,2022,001,C000067,DR,2022-03-22,2022-03-22,2022-04-05,2022-04-01,247131.01,USD,S,NT14
1800001033,1000,2021,001,C000154,DR,2021-08-06,2021-08-06,2021-10-05,2021-10-23,181316.73,USD,S,NT60
1800001034,1000,2021,001,C000026,DR,2021-01-13,2021-01-13,2021-02-27,2021-03-03,125697.42,USD,S,NT45
1800001035,1000,2024,001,C000122,DR,2024-05-24,2024-05-24,2024-06-07,2024-06-27,243606.51,USD,S,NT14
1800001036,1000,2024,001,C000199,DR,2024-04-01,2024-04-01,2024-04-15,2024-05-09,109834.97,USD,S,NT14
1800001037,1000,2022,001,C000037,DR,2022-08-19,2022-08-19,2022-10-18,2022-10-20,209829.99,USD,S,NT60
1800001038,1000,2023,001,C000099,DR,2023-06-04,2023-06-04,2023-07-19,2023-07-15,85807.59,USD,S,NT45
1800001039,1000,2022,001,C000171,DR,2022-07-28,2022-07-28,2022-09-26,2022-09-28,192482.41,USD,S,NT60
1800001040,1000,2022,001,C000042,DR,2022-06-24,2022-06-24,2022-08-23,2022-08-24,238759.74,USD,S,NT60
1800001041,1000,2023,001,C000113,DR,2023-06-30,2023-06-30,2023-08-29,2023-09-02,99779.06,USD,S,NT60
1800001042,1000,2023,001,C000157,DR,2023-03-22,2023-03-22,2023-04-21,2023-04-24,193615.17,USD,S,NT30
1800001043,1000,2023,001,C000071,DR,2023-07-12,2023-07-12,2023-10-10,2023-10-10,8376.79,USD,S,NT90
1800001044,1000,2023,001,C000041,DR,2023-02-02,2023-02-02,2023-02-16,2023-02-23,248153.88,USD,S,NT14
1800001045,1000,2023,001,C000187,DR,2023-06-17,2023-06-17,2023-08-01,2023-08-21,89596.99,USD,S,NT45
1800001046,1000,2022,001,C000073,DR,2022-10-03,2022-10-03,2022-11-02,2022-12-08,108530.14,USD,S,NT30
1800001047,1000,2022,001,C000150,DR,2022-04-28,2022-04-28,2022-05-28,2022-06-12,170244.02,USD,S,NT30
1800001048,1000,2024,001,C000049,DR,2024-04-21,2024-04-21,2024-06-20,2024-06-29,165507.3,USD,S,NT60
1800001049,1000,2022,001,C000110,DR,2022-03-08,2022-03-08,2022-04-07,2022-04-10,22337.84,USD,S,NT30
